Seeds for the ENGLISH Leaf Green version farmed by po and 10Ben.,,,,,,,,,,,,,,
#,Intro Time ms (GBA),Intro Time ms (NDS),MONO/LR,MONO/L=A,MONO/HELP,STEREO/LR,STEREO/L=A,STEREO/HELP,"MONO/LR, Start","MONO/L=A, Start","MONO/HELP, Start","STEREO/LR, Start","STEREO/L=A, Start","STEREO/HELP, Start"
1838,64459,65492,1A44,1A48,1A48,1A5E,1A55,1A56,3F21,ACFD,1A16,6427,3F27,1A58
1839,64476,65509,63F0,63F2,63E8,6430,641C,641D,89B2,F515,5511,AD2A,89E1,6415
1840,64492,65526,AD19,AD0D,AD11,AD2F,AD26,AD1E,D0F2,3F10,9A2C,F51E,D0F3,AD16
1841,64509,65542,F526,F527,F51E,F526,F527,F528,1A1E,89A0,E2F0,3F3A,1A1F,F523
1842,64526,65559,3F2B,3F20,3F19,3F43,3F39,3F30,5519,D0E9,2C2C,89E8,5510,3F32
1843,64543,65576,89BA,89A8,89B2,89F0,89E7,89E8,9A3E,1A1F,BA94,D0F2,9A34,89E0
1844,64559,65593,D104,D0F1,D0F2,D104,D0FB,D0FC,E2F8,5510,FA39,1A1E,E2EF,D0F4
1845,64576,65610,1A26,1A1D,1A29,1A26,1A1D,1A28,2C34,9A34,4350,5519,2C34,1A16
1846,64593,65626,5517,550E,5519,5517,550E,550F,BA9C,E2EF,8D2C,9A3E,BAA7,5511
1847,64610,65643,9A46,9A3F,9A3D,9A46,9A3F,9A34,FA3C,2C34,D5D8,E2F8,FA3A,9A2C
1848,64626,65660,E300,E300,E2F8,E309,E300,E304,4360,BA8A,1F21,2C34,434E,E2F0
1849,64643,65677,2C45,2C33,2C34,2C3C,2C33,2C40,8D34,FA33,684C,BAB0,8D4B,2C2C
1850,64660,65693,BAA1,BA98,BA93,BAC0,BAB7,BAB0,D5D8,4354,B229,FA43,D5D3,BAB0
1851,64677,65710,FA40,FA38,FA45,FA4E,FA40,FA45,1F29,8D32,FB3E,4361,1F1A,FA39
1852,64693,65727,4366,4353,4358,4360,4353,4358,6854,D5CE,28B5,8D4C,6851,4350
1853,64710,65744,8D3C,8D3E,8D34,8D5A,8D56,8D4C,B231,1F1A,57B5,D5D8,B23E,8D44
1854,64727,65760,D5E0,D5D3,D5E1,D5E0,D5DD,D5D8,FB42,6851,98DD,1F29,FB39,D5D8
1855,64744,65777,1F32,1F1E,1F2A,1F32,1F1E,1F21,28B6,B21F,E9EC,6854,28CE,1F1A
1856,64760,65794,6864,685B,685B,6864,685B,685B,57BD,FB36,89A7,B251,57CD,684C
1857,64777,65811,B23B,B231,B233,B257,B24D,B247,98F0,28AD,B84D,FB36,98E7,B246
1858,64794,65827,FB4B,FB3D,FB43,FB4B,FB3D,FB36,E9EC,57BD,0188,28D7,E9FA,FB3A
1859,64811,65844,28BE,28BC,28B6,28DF,28CD,28CE,89AF,98DC,4DE7,57D6,89FB,28CF
1860,64827,65861,57D2,57BC,57C6,57EA,57D5,57DE,B856,E9E3,93BD,98F0,B882,57D6
1861,64844,65878,98F8,98EF,98E5,98F8,98EF,98E5,0190,89A6,DCAC,EA03,01C7,98DD
1862,64861,65895,E9F4,E9F3,E9F6,EA0B,EA0C,EA0D,4DE4,B84D,327B,8A08,4E1C,EA05
1863,64877,65911,89C1,89AE,89B9,8A0C,8A03,8A07,93BB,0190,7056,B894,93D0,89FF
1864,64894,65928,B865,B85F,B856,B892,B88A,B88B,DCB5,4DDB,B8FF,01C6,DCC1,B883
1865,64911,65945,01A3,0198,0199,01CE,01C5,01D0,3283,93BE,E725,4E24,32A7,01BE
1866,64928,65962,4DF9,4DE3,4DED,4E23,4E1A,4E1B,705E,DCAA,F5E2,93E4,70AA,4E13
1867,64944,65978,93C3,93C3,93C4,93EB,93D8,93E3,B910,3270,3DAD,DCCA,B93B,93DE
1868,64961,65995,DCB1,DCA8,DCA9,DCCA,DCC1,DCCD,E72D,705D,EFBE,32B0,E75A,DCBA
1869,64978,66012,328B,3282,3279,32C0,32AF,32B8,F5EA,B905,1A50,70B4,F617,32B2
1870,64995,66029,7066,7065,7068,70B1,70B4,70B3,3DA9,E71C,6791,B93D,3DC8,70AB
1871,65011,66045,B918,B906,B907,B945,B943,B93D,EFD1,F5EB,B14B,E75A,EFF3,B935
1872,65028,66062,E72D,E724,E72D,E76E,E759,E764,1A4F,3DAA,FC73,F62B,1A9E,E75B
1873,65045,66079,F5F1,F5F2,F5F3,F630,F623,F62A,679B,EFBD,42A3,3DCF,67C7,F620
1874,65062,66096,3DB1,3DB4,3DB4,3DCF,3DC8,3DC9,B15F,1A4F,8BF4,EFFC,B189,3DC9
1875,65078,66112,EFD9,EFD0,EFD1,F00F,F006,EFFC,FC85,678C,ECA4,1A9B,FC98,EFFF
1876,65095,66129,1A57,1A57,1A58,1AAD,1A9A,1AA2,42A7,B14E,1FBE,67C7,42C3,1A93
1877,65112,66146,67A3,6790,6791,67DA,67C7,67D2,8BF8,FC74,684B,B193,8C0D,67CC
1878,65129,66163,B165,B156,B156,B193,B192,B188,ECAC,42A0,B4D3,FC9A,ECDD,B184
1879,65145,66179,FC8E,FC82,FC86,FCA2,FC97,FC9F,1FD1,8BF1,FA90,42C2,200F,FC9B
1880,65162,66196,42B3,42B4,42B5,42D4,42C9,42CB,6858,EC9E,4363,8C15,6880,42BE
1881,65179,66213,8BF7,8BF9,8BF7,8C1E,8C0A,8C0F,B4DB,1FBE,B750,ECE3,B501,8C0C
1882,65196,66230,ECAF,ECB2,ECB3,ECE5,ECE2,ECDD,FA8C,6856,D87F,2013,FAA1,ECDB
1883,65212,66247,1FD4,1FC4,1FC4,2021,2011,201A,4375,B4D1,214D,6887,4383,2017
1884,65229,66263,6863,6850,685A,6890,6887,6894,B758,FA8C,6520,B50C,B7BB,688A
1885,65246,66280,B4DA,B4D1,B4D6,B512,B506,B514,D87C,436C,B55B,FAB5,D8C0,B50A
1886,65263,66297,FA90,FA95,FA97,FAC0,FAAA,FAA9,215A,B754,FC07,438C,2186,FAAB
1887,65279,66314,437E,436A,4374,438B,4382,438B,6532,D874,45C0,B7CC,653E,4378
1888,65296,66330,B760,B757,B758,B7D4,B7C3,B7C9,B55D,2151,9B2E,D8C9,B576,B7C1
1889,65313,66347,D88E,D882,D886,D8D0,D8D0,D8C8,FC0E,6529,D8E6,218F,FC1B,D8C9
1890,65330,66364,2162,2158,2159,218F,2186,2187,45C1,B55B,1A27,6551,45D4,2187
1891,65346,66381,653A,6531,6528,6559,6551,6550,9B36,FBFC,5B5E,B57D,9B6B,653F
1892,65363,66397,B56C,B55B,B564,B57D,B575,B575,D8F6,45B3,A0CD,FC22,D932,B575
1893,65380,66414,FC0E,FC10,FC0B,FC28,FC20,FC20,1A2F,9B35,E9D2,45D5,1A5B,FC20
1894,65397,66431,45CE,45BB,45C6,45DC,45E0,45DD,5B66,D8E6,64ED,9B74,5B94,45CD
1895,65413,66448,9B47,9B3E,9B36,9B74,9B6B,9B6C,A0DF,1A26,984C,D93B,A0F2,9B64
1896,65430,66464,D8FE,D8ED,D8EF,D94B,D940,D946,E9DA,5B5D,E435,1A6D,E9E1,D938
1897,65447,66481,1A3F,1A36,1A2F,1A6C,1A63,1A64,6500,A0CC,2D0C,5BA5,652D,1A5C
1898,65463,66498,5B6E,5B72,5B66,5BAD,5B9C,5B9D,9849,E9C9,7352,A0F3,9876,5B9E
1899,65480,66515,A0E6,A0DE,A0DE,A0FB,A0FA,A0FB,E43D,64EC,B7D3,E9F4,E4B5,A0F3
1900,65497,66532,E9DA,E9DD,E9DA,E9FB,E9F2,E9EA,2D1C,984A,0642,6536,2D32,E9EB
1901,65514,66548,6509,64F4,64F5,653E,652A,652B,735A,E434,5BA7,9889,735D,652E
1902,65530,66565,9851,9852,9853,9887,9888,987F,B7E2,2D0B,9995,E4C8,B7EF,9881
1903,65547,66582,E450,E444,E445,E4C6,E4C7,E4BE,064A,7353,C3AD,2D3B,0658,E4B6
1904,65564,66599,2D1C,2D1E,2D1E,2D39,2D30,2D31,5BAF,B7D0,1034,7371,5BDC,2D29
1905,65581,66615,7360,734F,7350,736E,7365,7366,999D,0641,558E,B7F9,99EA,7369
1906,65597,66632,B7E9,B7D9,B7E1,B7FE,B7F6,B800,C3C1,5BAD,9E88,0661,C3EB,B7F1
1907,65614,66649,0652,0649,064A,0674,0660,0661,103C,999D,315B,5BE5,1068,0664
1908,65631,66666,5BB7,5BB5,5BB9,5BED,5BEE,5BEF,5596,C3AC,4DF9,99F3,55AC,5BE5
1909,65648,66682,99A5,99A5,999D,99FB,99F2,99E9,9E98,103E,96E3,C3EC,9EA7,99E1
1910,65664,66699,C3BD,C3B4,C3BF,C400,C3F3,C3EC,3163,558D,DF9C,1071,3191,C3EC
1911,65681,66716,1044,1045,1047,1084,107B,1071,4E08,9E8F,293D,55B5,4E2E,1069
1912,65698,66733,55A8,55A0,5596,55C9,55B4,55B5,96E1,314F,70FD,9EB2,9717,55AD
1913,65715,66749,9E98,9E8F,9E99,9EBA,9EA7,9EA8,DFA7,4DF8,CCB2,319A,DFB4,9EA0
1914,65731,66766,316B,3162,3163,3197,318E,319A,2945,96D8,FF8E,4E37,2964,3192
1915,65748,66783,4E09,4E00,4E0E,4E4C,4E3F,4E40,7105,DF94,4CF5,971E,70F1,4E38
1916,65765,66800,96F3,96EB,96EB,9729,971D,9714,CCAF,2947,8E5C,DFBF,CCDE,9716
1917,65782,66816,DFA5,DF9C,DFA4,DFC7,DFB2,DFB3,FF90,70FB,CC88,2965,FFBB,DFB5
1918,65798,66833,295A,2944,2945,296D,2964,296D,4CFD,CCB0,143C,70FB,4D12,2967
1919,65815,66850,7103,70F9,70FB,710E,70F9,7105,8E71,FF8A,3EA9,CCE7,8E7D,70FD
1920,65832,66867,CCB7,CCAE,CCB9,CCEF,CCE6,CCED,CC90,4CF5,D3E5,FFCD,CCA5,CCDE
1921,65849,66884,FF96,FF8B,FF94,FFD4,FFC4,FFC1,144D,8E65,0B2E,4D1B,1444,FFBB
1922,65865,66900,4CFB,4CFC,4CF3,4D25,4D10,4D1B,3EB1,CC87,53A0,8E7C,3EAB,4D13
1923,65882,66917,8E6C,8E63,8E6E,8E8E,8E7B,8E7C,D3F8,143B,9D00,CCA4,D417,8E7E
1924,65899,66934,CC9A,CC86,CC87,CCAC,CCA3,CCAE,0B36,3EAB,E61F,144D,0B63,CCA6
1925,65916,66951,144C,1443,1444,144C,1443,1444,53A8,D3E4,2E54,3EB1,53BB,143C
1926,65932,66967,3EB0,3EB0,3EA8,3EB0,3EA7,3EA8,9D05,0B36,9BE9,D42B,9D09,3EA9
1927,65949,66984,D3F5,D3F7,D3F8,D428,D42A,D426,E627,5395,C461,0B6C,E63D,D423
1928,65966,67001,0B3E,0B35,0B3F,0B7E,0B6B,0B6C,2E53,9CF3,0D99,53BD,2E53,0B6E
1929,65983,67018,53A6,539D,539E,53C5,53BC,53C7,9BF1,E62B,522E,9D1D,9C5E,53BF
1930,65999,67034,9D0B,9CFB,9CFC,9D28,9D11,9D1E,C473,2E53,8014,E646,C486,9D0A
1931,66016,67051,E62F,E631,E632,E64E,E64E,E652,0DAC,9BE8,C994,2E60,0DB2,E649
1932,66033,67068,2E5B,2E52,2E5C,2E5B,2E5B,2E5C,5236,C460,124B,9C64,5241,2E4B
1933,66049,67085,9BF9,9BFA,9BF1,9C6C,9C66,9C64,8024,0DA3,8D75,C487,801B,9C53
1934,66066,67101,C477,C468,C469,C48F,C486,C48F,C98F,5223,C29D,0DBB,C990,C487
1935,66083,67118,0DA9,0DA0,0DAC,0DC3,0DC6,0DBB,1248,8013,0B05,524A,124A,0DB3
1936,66100,67135,523E,522B,5236,525B,5252,524A,8D7D,C993,5AF8,8024,8DA3,524B
1937,66116,67152,802C,8023,8024,802C,8023,8024,C2A7,123F,A418,C98F,C2D1,8014
1938,66133,67168,C997,C99A,C999,C997,C99A,C999,0B0D,8D6C,E718,1248,0B23,C991
1939,66150,67185,125B,1247,1248,125B,1247,1253,5AF7,C294,4537,8DAC,5B24,124B
1940,66167,67202,8D85,8D7C,8D7D,8DBB,8DB2,8DB3,A427,0B0E,801A,C2DD,A44B,8DAB
1941,66183,67219,C2A5,C29C,C29D,C2DB,C2DD,C2D3,E720,5AF7,CA1D,0B2C,E70D,C2CB
1942,66200,67236,0B1F,0B0C,0B0D,0B3E,0B2B,0B36,453F,A41E,0C98,5B2D,4581,0B24
1943,66217,67252,5AFF,5AF6,5B00,5B2C,5B23,5B24,8018,E717,59FB,A45E,8065,5B25
1944,66234,67269,A42F,A41F,A427,A466,A45D,A45E,CA2E,4536,98EA,E721,CA71,A44C
1945,66250,67286,E728,E715,E720,E729,E71F,E721,0CA0,800F,EC7F,458A,0CAB,E70E
1946,66267,67303,4547,453E,4546,4592,4589,4592,5A03,CA24,474E,8065,5A11,458A
1947,66284,67319,802A,8022,8022,806D,806D,8065,98F2,0C97,7033,CA7A,98DE,805D
1948,66301,67336,CA2D,CA2D,CA2D,CA77,CA77,CA6F,EC8E,59F1,BDB8,0CBD,EC94,CA72
1949,66317,67353,0CA8,0C9F,0CA0,0CBC,0CB3,0CBF,4751,98E5,0168,5A11,4798,0CAC
1950,66334,67370,5A0B,59F9,5A03,5A22,5A10,5A11,7040,EC87,5052,98E6,7060,5A09
1951,66351,67386,98FA,98E6,98F2,98FA,98ED,98F2,BDC2,474D,933D,EC9D,BDF3,98DE
1952,66368,67403,EC8F,EC86,EC8E,ECA5,EC9C,ECA5,016F,7036,04D6,47A1,017E,EC9D
1953,66384,67420,475E,4755,4756,47A9,47A0,479D,5051,BDBF,3014,7068,5089,4799
1954,66401,67437,7048,703D,7032,707F,7073,7071,9335,0163,72CB,BDFE,9335,7060
1955,66418,67453,BDCA,BDC3,BDBE,BE06,BDFB,BDF4,04D2,5048,B59C,017E,0521,BDED
1956,66435,67470,0177,0162,016F,0184,017E,017F,3024,933F,F42E,5085,305D,0171
1957,66451,67487,5063,505B,5051,5095,5084,5085,72D3,04C9,3A6E,932C,72F2,5085
1958,66468,67504,933D,9344,9345,9334,9344,9348,B5A1,3013,B343,052A,B5BE,933E
1959,66485,67521,04DA,04DD,04D2,0527,0529,052A,F42D,72D2,E33C,3070,F457,0522
1960,66502,67537,302C,3024,3025,3078,306F,3066,3A76,B591,315E,72FA,3A77,305E
1961,66518,67554,72E5,72DC,72D4,72FA,72F2,72FA,B33E,F42D,799D,B5C7,B38F,72E9
1962,66535,67571,B5A2,B599,B59A,B5D8,B5CF,B5D0,E33E,3A7A,C2D1,F460,E374,B5BF
1963,66552,67588,F435,F42C,F436,F472,F469,F46A,316F,B342,0B07,3A80,3192,F462
1964,66569,67604,3A7E,3A75,3A80,3A7E,3A75,3A76,79A5,E334,356C,B38C,79BD,3A6E
1965,66585,67621,B353,B34B,B33E,B39F,B398,B38C,C2CF,3166,AD8F,E372,C2E4,B384
1966,66602,67638,E343,E345,E344,E384,E36F,E37C,0B17,799C,E8AA,31A6,0B0E,E36A
1967,66619,67655,3177,316E,316F,31AC,31A3,31A4,3574,C2D0,3113,79C6,3563,319C
1968,66635,67671,79AD,79AE,79AE,79C6,79C5,79C7,AD9A,0B0E,7A61,C2F6,ADC3,79BF
1969,66652,67688,C2D7,C2CE,C2D9,C2FC,C2F5,C2F4,E8A6,356B,C487,0B17,E8D3,C2E5
1970,66669,67705,0B1F,0B16,0B0F,0B17,0B16,0B17,311B,AD83,0BD1,3574,3139,0B07
1971,66686,67722,3574,3573,3574,3574,3573,3574,7A5C,E89D,687B,ADCF,7A77,356C
1972,66702,67738,AD9F,AD8B,AD8C,ADD4,ADC1,ADC2,C489,3112,9362,E8DC,C4BB,ADC4
1973,66719,67755,E8B9,E8A5,E8A6,E8EF,E8E8,E8DC,0BDD,7A5D,DC95,3138,0BD0,E8DD
1974,66736,67772,312C,311A,3123,3140,3141,3142,6883,C480,20ED,7A7E,68DD,313D
1975,66753,67789,7A64,7A65,7A5C,7A86,7A7D,7A7E,9360,0BC8,6DDE,C4BD,9376,7A77
1976,66769,67805,C497,C488,C48F,C4C5,C4BC,C4C6,DC9D,687A,B725,0BDB,DCA3,C4BC
1977,66786,67822,0BE5,0BD0,0BD9,0BD9,0BD8,0BD9,20F5,9357,0130,68EF,2114,0BD1
1978,66803,67839,688B,6878,6884,68F7,68EE,68EF,6DE7,DC94,7680,9387,6DDD,68E9
1979,66820,67856,9368,935F,936D,938F,937E,9387,B736,20F7,9CEE,DCB8,B72B,937F
1980,66836,67873,DCA5,DC93,DC94,DCB4,DCB4,DCB5,0135,6DD4,E5C2,2113,0138,DCAE
1981,66853,67889,2106,20F4,2100,2126,2112,2113,7688,B724,2EFE,6DDD,76B5,2115
1982,66870,67906,6DEE,6DE5,6DDD,6DEE,6DE5,6DE6,9CF6,0122,76DD,B736,9D2E,6DDE
1983,66887,67923,B734,B72C,B734,B73C,B72C,B734,E5CA,7688,C8A1,014A,E5F4,B725
1984,66903,67940,013D,0134,0138,0154,0149,014E,2F06,9CF6,2926,76C9,2F23,0142
1985,66920,67956,769C,7694,7688,76D1,76BD,76C9,76F4,E5C6,5402,9D35,7706,76C1
1986,66937,67973,9D07,9CF5,9CFF,9D34,9D2B,9D2C,C8B3,2EF5,A326,E606,C8C0,9D24
1987,66954,67990,E5CF,E5D2,E5D1,E60E,E5FC,E5FD,292E,76EB,EE98,2F37,2971,E5F5
1988,66970,68007,2F0E,2EFE,2F06,2F3F,2F2B,2F2D,5411,C8AB,2DC7,770B,5434,2F31
1989,66987,68023,76FB,76F3,76EB,7712,7711,7712,A330,2930,72E1,C8BF,A369,7703
1990,67004,68040,C8B1,C8B3,C8B3,C8D1,C8C8,C8C9,EEA3,5405,A6B2,297A,EEC1,C8C1
1991,67021,68057,2941,292D,2939,298C,2979,297A,2DDD,A325,1FA2,5447,2DCB,297C
1992,67037,68074,5418,5403,5407,544E,543C,5446,72E7,EE98,5B2C,A379,72FB,543E
1993,67054,68090,A32E,A325,A326,A37A,A37B,A379,A6BA,2DD4,96E8,EECA,A6C5,A374
1994,67071,68107,EE9E,EEA2,EEA0,EED2,EEC9,EED3,1FB4,72E7,DA5E,2DCF,1FEA,EEC2
1995,67088,68124,2DDB,2DD2,2DE1,2DE9,2DDB,2DDE,5B34,A6A7,1E04,72FE,5B77,2DC7
1996,67104,68141,72F0,72EE,72EF,7306,7302,72FC,96F0,1FA1,6B4E,A6CE,96FD,72F5
1997,67121,68158,A6B8,A6B1,A6B2,A6D0,A6C7,A6CE,DA66,5B2B,E600,1FF3,DA82,A6C9
1998,67138,68174,1FBC,1FB4,1FB4,2006,1FF2,1FF3,1E04,96E9,1428,5B8B,1E22,1FEB
1999,67154,68191,5B45,5B33,5B3D,5B88,5B7F,5B88,6B56,DA5D,5D92,970F,6B62,5B78
2000,67171,68208,96F8,96EF,96F0,9717,9705,9712,E5FF,1DFB,A5D5,DA94,E641,96FE
2001,67188,68225,DA6E,DA65,DA68,DA9C,DA96,DA94,1426,6B44,F084,1E2B,1454,DA83
2002,67205,68241,1E14,1E03,1E04,1E2A,1E2C,1E22,5D9A,E5FF,383C,6B6B,5DC4,1E1A
2003,67221,68258,6B55,6B55,6B59,6B6B,6B6B,6B63,A5D4,1427,9E9D,E654,A5EC,6B63
2004,67238,68275,E610,E607,E608,E65C,E653,E64A,F08C,5D9A,C5A1,1468,F0B7,E64C
2005,67255,68292,142E,1425,1430,1471,145C,145D,3844,A5CB,1211,5DD5,3851,145F
2006,67272,68308,5DAB,5D99,5D9A,5DD5,5DCC,5DD5,9EB0,F083,608F,A5EC,9ED2,5DC5
2007,67288,68325,A5E5,A5D3,A5DF,A5F4,A5F6,A5EC,C5AB,383C,A9C5,F0B6,C5EE,A5E4
2008,67305,68342,F08B,F08B,F08F,F0C8,F0BF,F0C0,1221,9EA6,D2A7,384F,1236,F0B8
2009,67322,68359,3843,3844,3844,3857,3859,384F,6097,C5A1,24FB,9EE3,60BD,3852
2010,67339,68375,9EAD,9EAE,9EB0,9EEB,9EE2,9EE6,A9DB,1218,9D04,C5ED,A9FA,9EDB
2011,67355,68392,C5A8,C5A8,C5A9,C5F5,C5EB,C5F7,D2B2,6098,D0A2,123F,D2A6,C5E5
2012,67372,68409,1229,1225,1219,123F,1236,123F,2500,A9C4,13EC,60D0,2503,1237
2013,67389,68426,609F,60A1,6097,60D8,60C5,60D0,9D0C,D29D,68AA,AA03,9D53,60C8
2014,67406,68442,A9DF,A9CC,A9CD,AA0B,AA0B,AA03,D0B2,24EE,A66E,D2A6,D0ED,AA04
2015,67422,68459,D2B7,D2B1,D2AF,D2B7,D2AE,D2A6,13EA,9D03,F3D5,2515,140C,D29E
2016,67439,68476,24FF,24F6,24F7,2514,2515,2516,68B2,D0A9,4DED,9D5C,68E1,250D
2017,67456,68493,9D17,9D0F,9D0F,9D61,9D5B,9D5D,A67D,13E1,8755,D0FE,A68A,9D54
2018,67473,68510,D0BA,D0A9,D0AA,D106,D0F5,D0FE,F3DD,68B3,CB25,1412,F3E7,D0EE
2019,67489,68526,13FE,13F3,13F4,141A,1411,1409,4DF4,A674,1075,68E1,4E87,140A
2020,67506,68543,68C5,68B1,68BD,68F5,68E8,68E1,8767,F3D3,4AA6,A693,8793,68E1
2021,67523,68560,A685,A675,A682,A6A4,A69B,A693,CB2A,4DE3,8C38,F3F0,CB32,A68B
2022,67540,68577,F3DB,F3DB,F3DC,F3F8,F3EF,F3E8,1088,875E,DA2A,4E8B,10A9,F3E8
2023,67556,68593,4DF4,4DEB,4DF4,4E93,4E8A,4E90,4AB8,CB21,4F27,8798,4AC6,4E83
2024,67573,68610,8765,875C,8766,87A3,879B,8798,8C48,1080,7754,CB3B,8C37,8790
2025,67590,68627,CB2A,CB21,CB22,CB43,CB43,CB3B,DA3B,4AAF,C0AC,10BD,DA49,CB31
2026,67607,68644,108F,107C,1087,10C5,10BE,10BC,4F2F,8C3F,0DD2,4ACD,4F88,10B4
2027,67623,68660,4AB6,4AAD,4AAE,4AD7,4ACC,4ACD,7763,DA32,5335,8C49,7788,4AC5
2028,67640,68677,8C50,8C3F,8C48,8C51,8C47,8C48,C0A7,4F27,9A49,DA52,C0D0,8C40
2029,67657,68694,DA43,DA3A,DA32,DA5A,DA51,DA48,0DE3,7753,0F8D,4F8A,0DF6,DA40
2030,67674,68711,4F2F,4F26,4F27,4F9A,4F91,4F8A,533D,C0AC,32E7,779B,5368,4F82
2031,67690,68727,7767,775B,775C,779A,778D,7793,9A5A,0DD3,7D6E,C0E6,9A48,7789
2032,67707,68744,C0B5,C0AA,C0B4,C0E7,C0DD,C0E9,0F95,5336,C68B,0E02,0FD9,C0E3
2033,67724,68761,0DDE,0DE8,0DE8,0DFC,0DFC,0DF4,32E2,9A48,0C07,5370,3331,0DEC
2034,67740,68778,5345,533A,5334,5374,536C,5372,7D6A,0F8C,5079,9A5A,7DAA,535B
2035,67757,68794,9A62,9A50,9A51,9A59,9A5C,9A5A,C696,32E8,9E70,0FE2,C6A9,9A49
2036,67774,68811,0F9D,0F94,0F98,0FDF,0FE1,0FE4,0C0A,7D61,073D,333B,0C01,0FCF
2037,67791,68828,32FA,32E7,32E6,3337,3338,333A,5083,C684,33FB,7DB6,5076,3333
2038,67807,68845,7D7C,7D69,7D76,7DCA,7DB2,7DB6,9E7B,0C01,7C59,C6B2,9E7D,7DAE
2039,67824,68862,C69A,C692,C696,C6B0,C6A8,C6AA,0750,5076,C926,0C0A,0794,C6AA
2040,67841,68878,0C16,0C10,0C0D,0C12,0C07,0C17,340C,9E7D,0F55,5081,3431,0C07
2041,67858,68895,507F,5076,5077,507F,507E,5081,7C6F,0747,5800,9E7B,7C79,5079
2042,67874,68912,9E8A,9E81,9E76,9E8A,9E74,9E76,C926,3403,B2CE,079D,C953,9E76
2043,67891,68929,0758,074F,0750,07A5,079C,079D,0F5D,7C5A,EA72,3445,0F6F,078A
2044,67908,68945,340C,3402,340C,3449,3442,3439,57FD,C925,31F4,7C8C,5816,3431
2045,67925,68962,7C75,7C63,7C6E,7C94,7C80,7C8C,B2D6,0F5B,764E,C950,B311,7C78
2046,67941,68979,C936,C92D,C926,C964,C95B,C95C,EA72,5803,B255,0F84,EABF,C948
2047,67958,68996,0F5D,0F59,0F55,0F84,0F77,0F83,31F5,B2C6,F997,581E,3212,0F7C
2048,67975,69012,580F,580B,5807,582A,581C,5820,765F,EA73,6FAD,B31A,7665,5818
2049,67992,69029,B2D7,B2CE,B2CF,B322,B323,B31A,B25D,31F4,979F,EAC7,B272,B31B
2050,68008,69046,EA79,EA6D,EA7C,EACF,EABE,EAC9,F99F,764D,E445,321D,F98D,EAB6
2051,68025,69063,31FB,31FE,31F2,3218,3211,321C,6FC0,B25E,2D77,7676,6FED,320C
2052,68042,69079,765E,765E,7656,7676,7678,766E,97A9,F996,7949,B27B,97EA,7666
2053,68059,69096,B265,B259,B264,B28D,B27A,B27B,E444,6FB7,BEEA,F996,E463,B27B
2054,68075,69113,F99E,F995,F996,F99E,F995,F996,2D76,979E,0810,6FEB,2D85,F997
2055,68092,69130,6FC8,6FBF,6FB5,6FF3,6FEA,6FEB,7951,E444,7790,97F6,7978,6FE3
2056,68109,69147,97A6,97A5,97A6,97FB,97F2,97F3,BEF1,2D77,A09A,E46C,BEDE,97E2
2057,68126,69163,E44C,E443,E444,E473,E461,E462,0818,7948,E0F9,2D8E,0807,E45A
2058,68142,69180,2D7E,2D75,2D7F,2DA0,2D97,2D8E,7798,BEDE,21D0,7966,77C6,2D92
2059,68159,69197,794F,7946,7963,796E,797F,7978,A0A0,0807,67E9,BEE7,A0ED,796F
2060,68176,69214,BEEF,BEEE,BEE7,BEEF,BEE6,BEEF,E101,7790,B024,0818,E10C,BEDF
2061,68193,69230,0823,080F,0818,0823,080F,0818,21D0,A09E,32B2,77CE,21E8,0810
2062,68209,69247,77A0,778B,7798,77D6,77C1,77CE,67FA,E0EF,5A5E,A0F5,6810,77C6
2063,68226,69264,A0B2,A09E,A0A4,A0FA,A0F3,A0EA,B029,21C7,A1E8,E115,B018,A0EA
2064,68243,69281,E109,E0F7,E101,E11D,E11E,E115,32BA,67F1,E6A0,21F1,32E8,E117
2065,68260,69297,21E1,21CF,21D9,21F0,21F1,21E8,5A66,B020,3709,681B,5A7B,21E0
2066,68276,69314,67F9,67F0,67F1,6821,680D,6817,A1E3,32B1,7DAD,B02C,A1DF,680F
2067,68293,69331,B029,B020,B021,B031,B02B,B029,E6B1,5A64,C6F3,32E6,E69F,B019
2068,68310,69348,32C2,32B9,32BA,32F9,32F0,32E6,3714,A1DF,12CC,5A82,3700,32DE
2069,68326,69364,5A75,5A6C,5A66,5A80,5A79,5A84,7DAC,E69F,59FC,A1E3,7DAE,5A72
2070,68343,69381,A1ED,A1E5,A1E8,A1F7,A1F0,A1E8,C6F2,3708,9B18,E6B1,C6EB,A1DE
2071,68360,69398,E6B9,E6A7,E6A8,E6B9,E6A7,E6A8,12C8,7DAE,DC02,3714,12C9,E6A0
2072,68377,69415,3717,370E,370F,3717,370E,370F,5A04,C6EB,223F,7DAC,5A10,3709
2073,68393,69431,7DB6,7DB4,7DB6,7DB6,7DB4,7DB6,9B2C,12C9,6B65,C6F2,9B1F,7DAD
2074,68410,69448,C6FC,C6FC,C6FD,C6FC,C6FC,C6FD,DC02,59FA,B74A,12C8,DBF9,C6F3
2075,68427,69465,12D9,12C7,12C8,12D9,12C7,12C8,2248,9B21,FDE6,5A18,223D,12CC
2076,68444,69482,5A0D,5A0B,5A0C,5A1F,5A23,5A23,6B6A,DC01,47EA,9B2A,6B62,5A10
2077,68460,69499,9B28,9B29,9B20,9B28,9B1F,9B28,B752,2233,9307,DC02,B749,9B20
